2.50000000e-01,4.93183182e+00,2.50000000e-01.1,5.00000000e+00
0.335,4.82568309,0.335,5.0
0.336,4.82511935,0.336,5.0
0.337,4.82455532,0.337,5.0
0.338,4.82399099,0.338,5.0
0.339,4.82342636,0.339,5.0
0.34,4.82286143,0.34,5.0
0.341,4.8222962,0.341,5.0
0.342,4.82173067,0.342,5.0
0.343,4.82116485,0.343,5.0
0.344,4.82059872,0.344,5.0
0.345,4.82003229,0.345,5.0
0.346,4.81946557,0.346,5.0
0.347,4.81889854,0.347,5.0
0.348,4.81833121,0.348,5.0
0.349,4.81776357,0.349,5.0
0.35,4.81719564,0.35,5.0
0.25,4.82239785,0.25,5.0
0.251,4.82159907,0.251,5.0
0.252,4.82079942,0.252,5.0
0.253,4.8199989,0.253,5.0
0.254,4.8191975,0.254,5.0
0.255,4.81839522,0.255,5.0
0.256,4.81759206,0.256,5.0
0.257,4.81678802,0.257,5.0
0.258,4.81598309,0.258,5.0
0.259,4.81517727,0.259,5.0
0.26,4.81437056,0.26,5.0
0.261,4.81356295,0.261,5.0
0.262,4.81275445,0.262,5.0
0.263,4.81194505,0.263,5.0
0.264,4.81113474,0.264,5.0
0.265,4.81032353,0.265,5.0
0.266,4.80951141,0.266,5.0
0.267,4.80869838,0.267,5.0
0.268,4.80788443,0.268,5.0
0.269,4.80706957,0.269,5.0
0.27,4.80625379,0.27,5.0
0.271,4.80543708,0.271,5.0
0.272,4.80461945,0.272,5.0
0.273,4.8038009,0.273,5.0
0.274,4.80298141,0.274,5.0
0.275,4.80216099,0.275,5.0
0.276,4.80133963,0.276,5.0
0.277,4.80051733,0.277,5.0
0.278,4.79969409,0.278,5.0
0.279,4.7988699,0.279,5.0
0.28,4.79804476,0.28,5.0
0.281,4.79721868,0.281,5.0
0.282,4.79639163,0.282,5.0
0.283,4.79556363,0.283,5.0
0.284,4.79473467,0.284,5.0
0.285,4.79390475,0.285,5.0
0.286,4.79307386,0.286,5.0
0.287,4.792242,0.287,5.0
0.288,4.79140917,0.288,5.0
0.289,4.79057536,0.289,5.0
0.29,4.78974057,0.29,5.0
0.291,4.7889048,0.291,5.0
0.292,4.78806804,0.292,5.0
0.293,4.7872303,0.293,5.0
0.294,4.78639156,0.294,5.0
0.295,4.78555183,0.295,5.0
0.296,4.7847111,0.296,5.0
0.297,4.78386937,0.297,5.0
0.298,4.78302664,0.298,5.0
0.299,4.78218289,0.299,5.0
0.3,4.78133814,0.3,5.0
0.301,4.78049237,0.301,5.0
0.302,4.77964558,0.302,5.0
0.303,4.77879777,0.303,5.0
0.304,4.77794894,0.304,5.0
0.305,4.77709908,0.305,5.0
0.306,4.77624818,0.306,5.0
0.307,4.77539626,0.307,5.0
0.308,4.77454329,0.308,5.0
0.309,4.77368928,0.309,5.0
0.31,4.77283423,0.31,5.0
0.311,4.77197813,0.311,5.0
0.312,4.77112097,0.312,5.0
0.313,4.77026276,0.313,5.0
0.314,4.76940349,0.314,5.0
0.315,4.76854316,0.315,5.0
0.316,4.76768176,0.316,5.0
0.317,4.76681929,0.317,5.0
0.318,4.76595575,0.318,5.0
0.319,4.76509113,0.319,5.0
0.32,4.76422542,0.32,5.0
0.321,4.76335864,0.321,5.0
0.322,4.76249076,0.322,5.0
0.323,4.76162179,0.323,5.0
0.324,4.76075173,0.324,5.0
0.325,4.75988056,0.325,5.0
0.326,4.75900829,0.326,5.0
0.327,4.75813492,0.327,5.0
0.328,4.75726043,0.328,5.0
0.329,4.75638483,0.329,5.0
0.33,4.75550811,0.33,5.0
0.331,4.75463026,0.331,5.0
0.332,4.75375129,0.332,5.0
0.333,4.75287118,0.333,5.0
0.334,4.75198995,0.334,5.0
0.335,4.75110757,0.335,5.0
0.336,4.75022405,0.336,5.0
0.337,4.74933938,0.337,5.0
0.338,4.74845356,0.338,5.0
0.339,4.74756658,0.339,5.0
0.34,4.74667845,0.34,5.0
0.341,4.74578915,0.341,5.0
0.342,4.74489869,0.342,5.0
0.343,4.74400705,0.343,5.0
0.344,4.74311423,0.344,5.0
0.345,4.74222024,0.345,5.0
0.346,4.74132506,0.346,5.0
0.347,4.74042869,0.347,5.0
0.348,4.73953112,0.348,5.0
0.349,4.73863236,0.349,5.0
0.35,4.7377324,0.35,5.0
