,n_embd,n_head,block_size,n_layer,mlp_expansion_factor,n_cols,MAC NUM,Wmem Depth,Cache Depth,best_val_loss,perplexity,Power (W),Area (um^2),Clock Period (ns) Entered,Clock_Min_Period,F_max (MHz),Clock Slack (ns),TTFT (ms),TPOT (ms),Throughput (tokens/s),Energy per token (mJ/token),EDP (mJ * ms),EADP (mJ * ms * um^2)
4575,512.0,2.0,256.0,35.0,2.0,64,4,2048,512,3.928065,50.80856790955968,3.3024,194773619.6608,4,4.047,247.09661477637758,-0.26,237.22830506666662,351.49112320000006,2.8450220617121973,1160.76428525568,2.753661439731257e-07,53.63406059368268
4576,512.0,2.0,256.0,35.0,2.0,4,32,4096,1024,3.928065,50.80856790955968,0.952,181208459.5968,5,10.488,95.34706331045004,-6.04,1072.5392384,966.0370944000001,1.0351569373442062,919.6673138688001,9.863792803982165e-07,178.74026997916087
4577,512.0,2.0,256.0,35.0,2.0,8,16,4096,1024,3.928065,50.80856790955968,1.0496,182019987.9168,5,6.137,162.94606485253382,-1.46,629.5460067555555,565.2717055999998,1.769060772179573,593.3091821977598,3.73515426424004e-07,67.9872734044356
4578,512.0,2.0,256.0,35.0,2.0,8,32,2048,512,3.928065,50.80856790955968,1.3072,183938147.584,5,6.069,164.77179106936893,-1.388,342.22039040000004,527.1064064000001,1.8971501538555382,689.0334944460801,2.3580131146801379e-07,43.37285642930427
4579,512.0,2.0,256.0,35.0,2.0,16,8,4096,1024,3.928065,50.80856790955968,1.2416,183555860.9408,5,4.33,230.94688221709006,0.442,446.939136,398.83110400000004,2.5073270112854584,495.1886987264001,2.2131920916574157e-07,40.62443798115469
4580,512.0,2.0,256.0,35.0,2.0,16,16,2048,512,3.928065,50.80856790955968,1.4976,185568751.4624,5,4.07,245.7002457002457,0.716,230.7968568888889,353.4887253333334,2.8289445414617354,529.3847150592001,1.2218032832068344e-07,22.672850979735337
4581,512.0,2.0,256.0,35.0,2.0,32,4,4096,1024,3.928065,50.80856790955968,1.5936,186485270.4768,5,4.106,243.54603019970776,0.678,429.0503566222222,378.1987328,2.6441125082479386,602.6975005900799,2.585875775634958e-07,48.22277434386901
4582,512.0,2.0,256.0,35.0,2.0,32,8,2048,512,3.928065,50.80856790955968,1.8816,188645422.2336,5,4.156,240.61597690086623,0.626,238.32166400000003,360.95802026666667,2.770405265579707,679.1786109337601,1.6186297671094232e-07,30.534709585623077
4583,512.0,2.0,256.0,35.0,2.0,64,4,2048,512,3.928065,50.80856790955968,2.6496,194773619.6608,5,4.193,238.49272597185788,0.587,245.7865784888889,364.1715541333333,2.7459585699378164,964.9089498316798,2.3716166933243553e-07,46.19283678067622
4584,512.0,2.0,256.0,35.0,2.0,4,32,4096,1024,3.928065,50.80856790955968,0.7984,181208459.5968,6,10.678,93.65049634763064,-5.24,1091.9692970666667,983.5377664,1.0167377747580106,785.2565526937599,8.57476045861999e-07,155.3819134118079
4585,512.0,2.0,256.0,35.0,2.0,8,16,4096,1024,3.928065,50.80856790955968,0.8784,182019987.9168,6,6.327,158.052789631737,-0.66,649.0365951999999,582.7723776,1.7159358240660718,511.90725648383994,3.3224654280644453e-07,60.47551170702761
4586,512.0,2.0,256.0,35.0,2.0,8,32,2048,512,3.928065,50.80856790955968,1.0944,183938147.584,6,6.259,159.76993129892952,-0.588,352.9341610666667,543.6083370666666,1.8395597194039404,594.92496408576,2.0996934309722453e-07,38.621372018732814
4587,512.0,2.0,256.0,35.0,2.0,16,8,4096,1024,3.928065,50.80856790955968,1.0368,183555860.9408,6,4.52,221.23893805309737,1.242,466.55078399999996,416.331776,2.401930521873017,431.65278535679994,2.0138794542399872e-07,36.96593770540093
4588,512.0,2.0,256.0,35.0,2.0,16,16,2048,512,3.928065,50.80856790955968,1.2544,185568751.4624,6,4.26,234.7417840375587,1.516,241.5711573333333,369.99065599999994,2.702770958626588,464.11627888639987,1.1211710662782771e-07,20.80543149450276
4589,512.0,2.0,256.0,35.0,2.0,32,4,4096,1024,3.928065,50.80856790955968,1.3312,186485270.4768,6,4.106,243.54603019970776,1.678,429.0503566222222,378.1987328,2.6441125082479386,503.45815310335996,2.1600890013336194e-07,40.28247816676608
4590,512.0,2.0,256.0,35.0,2.0,32,8,2048,512,3.928065,50.80856790955968,1.568,188645422.2336,6,4.346,230.09664058904738,1.426,249.21702400000007,377.45995093333335,2.6492876860904886,591.8572030634667,1.4750089078044087e-07,27.825367821108383
4591,512.0,2.0,256.0,35.0,2.0,64,4,2048,512,3.928065,50.80856790955968,2.2144,194773619.6608,6,4.383,228.15423226100845,1.387,256.9240576,380.6734848,2.6269231767623236,842.9633647411199,2.165775680774373e-07,42.1835968717758
4592,512.0,16.0,256.0,35.0,2.0,1,16,4096,1024,3.86437,47.67322883578284,1.728,182019987.9168,3,5.757,173.70158068438423,-3.06,590.5648298666666,530.2703616,1.8858304601122178,916.3071848447998,5.411387967234734e-07,98.49807724091832
4593,512.0,16.0,256.0,35.0,2.0,1,32,2048,512,3.86437,47.67322883578284,2.16,183938147.584,3,5.689,175.77781683951486,-2.988,320.7928490666667,494.1025450666667,2.0238713805148993,1067.2614973440002,3.4236985643213855e-07,62.97487718072759
4594,512.0,16.0,256.0,35.0,2.0,2,8,4096,1024,3.86437,47.67322883578284,2.0512,183555860.9408,3,3.955,252.84450063211125,-1.163,408.231936,364.29030400000005,2.745063453569162,747.2322715648002,3.0504407686257616e-07,55.99262815340174
4595,512.0,16.0,256.0,35.0,2.0,2,16,2048,512,3.86437,47.67322883578284,2.4832,185568751.4624,3,3.931,254.3881963876876,-1.138,222.91460551111112,341.4162602666667,2.928975905303806,847.8048574941868,1.8898808535872043e-07,35.070283041287226
4596,512.0,16.0,256.0,35.0,2.0,4,4,4096,1024,3.86437,47.67322883578284,2.6368,186485270.4768,3,4.106,243.54603019970776,-1.322,429.0503566222222,378.1987328,2.6441125082479386,997.2344186470401,4.27863782956467e-07,79.79029329186359
4597,512.0,16.0,256.0,35.0,2.0,4,8,2048,512,3.86437,47.67322883578284,3.1168,188645422.2336,3,3.985,250.94102885821832,-1.195,228.51584,346.1062826666666,2.889285893036202,1078.7440618154665,2.4651010543077323e-07,46.503002923837464
4598,512.0,16.0,256.0,35.0,2.0,8,4,2048,512,3.86437,47.67322883578284,4.3904,194773619.6608,3,4.047,247.09661477637758,-1.26,237.22830506666662,351.49112320000006,2.8450220617121973,1543.18662729728,3.6608754799527956e-07,71.30419683578745
4599,512.0,16.0,256.0,35.0,2.0,1,16,4096,1024,3.86437,47.67322883578284,1.3056,182019987.9168,4,5.947,168.15200941651253,-2.26,610.0554183111112,547.7710336,1.8255802856677377,715.1698614681601,4.3629324900145783e-07,79.41409191142677
4600,512.0,16.0,256.0,35.0,2.0,1,32,2048,512,3.86437,47.67322883578284,1.632,183938147.584,4,5.879,170.0969552645008,-2.188,331.5066197333333,510.60447573333335,1.9584630521771156,833.3065043967999,2.762466224743832e-07,50.812292014274625
4601,512.0,16.0,256.0,35.0,2.0,2,8,4096,1024,3.86437,47.67322883578284,1.5456,183555860.9408,4,4.14,241.54589371980677,-0.358,427.32748799999996,381.33043200000003,2.6223975746053223,589.3843156992001,2.518601190943382e-07,46.23040099701367
4602,512.0,16.0,256.0,35.0,2.0,2,16,2048,512,3.86437,47.67322883578284,1.8688,185568751.4624,4,3.931,254.3881963876876,-0.138,222.91460551111112,341.4162602666667,2.928975905303806,638.0387071863468,1.4222814671326383e-07,26.39309960839142
4603,512.0,16.0,256.0,35.0,2.0,4,4,4096,1024,3.86437,47.67322883578284,1.984,186485270.4768,4,4.106,243.54603019970776,-0.322,429.0503566222222,378.1987328,2.6441125082479386,750.3462858752,3.2193634154491445e-07,60.03638572931484
4604,512.0,16.0,256.0,35.0,2.0,4,8,2048,512,3.86437,47.67322883578284,2.3424,188645422.2336,4,3.985,250.94102885821832,-0.195,228.51584,346.1062826666666,2.889285893036202,810.7193565183999,1.8526221475906163e-07,34.94886872715506
4605,512.0,16.0,256.0,35.0,2.0,8,4,2048,512,3.86437,47.67322883578284,3.3024,194773619.6608,4,4.047,247.09661477637758,-0.26,237.22830506666662,351.49112320000006,2.8450220617121973,1160.76428525568,2.753661439731257e-07,53.63406059368268
4606,512.0,16.0,256.0,35.0,2.0,1,16,4096,1024,3.86437,47.67322883578284,1.0496,182019987.9168,5,6.137,162.94606485253382,-1.46,629.5460067555555,565.2717055999998,1.769060772179573,593.3091821977598,3.73515426424004e-07,67.9872734044356
4607,512.0,16.0,256.0,35.0,2.0,1,32,2048,512,3.86437,47.67322883578284,1.3072,183938147.584,5,6.069,164.77179106936893,-1.388,342.22039040000004,527.1064064000001,1.8971501538555382,689.0334944460801,2.3580131146801379e-07,43.37285642930427
4608,512.0,16.0,256.0,35.0,2.0,2,8,4096,1024,3.86437,47.67322883578284,1.2416,183555860.9408,5,4.33,230.94688221709006,0.442,446.939136,398.83110400000004,2.5073270112854584,495.1886987264001,2.2131920916574157e-07,40.62443798115469
4609,512.0,16.0,256.0,35.0,2.0,2,16,2048,512,3.86437,47.67322883578284,1.4976,185568751.4624,5,4.07,245.7002457002457,0.716,230.7968568888889,353.4887253333334,2.8289445414617354,529.3847150592001,1.2218032832068344e-07,22.672850979735337
4610,512.0,16.0,256.0,35.0,2.0,4,4,4096,1024,3.86437,47.67322883578284,1.5936,186485270.4768,5,4.106,243.54603019970776,0.678,429.0503566222222,378.1987328,2.6441125082479386,602.6975005900799,2.585875775634958e-07,48.22277434386901
4611,512.0,16.0,256.0,35.0,2.0,4,8,2048,512,3.86437,47.67322883578284,1.8816,188645422.2336,5,4.156,240.61597690086623,0.626,238.32166400000003,360.95802026666667,2.770405265579707,679.1786109337601,1.6186297671094232e-07,30.534709585623077
4612,512.0,16.0,256.0,35.0,2.0,8,4,2048,512,3.86437,47.67322883578284,2.6496,194773619.6608,5,4.193,238.49272597185788,0.587,245.7865784888889,364.1715541333333,2.7459585699378164,964.9089498316798,2.3716166933243553e-07,46.19283678067622
4613,512.0,16.0,256.0,35.0,2.0,1,16,4096,1024,3.86437,47.67322883578284,0.8784,182019987.9168,6,6.327,158.052789631737,-0.66,649.0365951999999,582.7723776,1.7159358240660718,511.90725648383994,3.3224654280644453e-07,60.47551170702761
4614,512.0,16.0,256.0,35.0,2.0,1,32,2048,512,3.86437,47.67322883578284,1.0944,183938147.584,6,6.259,159.76993129892952,-0.588,352.9341610666667,543.6083370666666,1.8395597194039404,594.92496408576,2.0996934309722453e-07,38.621372018732814
4615,512.0,16.0,256.0,35.0,2.0,2,8,4096,1024,3.86437,47.67322883578284,1.0368,183555860.9408,6,4.52,221.23893805309737,1.242,466.55078399999996,416.331776,2.401930521873017,431.65278535679994,2.0138794542399872e-07,36.96593770540093
4616,512.0,16.0,256.0,35.0,2.0,2,16,2048,512,3.86437,47.67322883578284,1.2544,185568751.4624,6,4.26,234.7417840375587,1.516,241.5711573333333,369.99065599999994,2.702770958626588,464.11627888639987,1.1211710662782771e-07,20.80543149450276
4617,512.0,16.0,256.0,35.0,2.0,4,4,4096,1024,3.86437,47.67322883578284,1.3312,186485270.4768,6,4.106,243.54603019970776,1.678,429.0503566222222,378.1987328,2.6441125082479386,503.45815310335996,2.1600890013336194e-07,40.28247816676608
4618,512.0,16.0,256.0,35.0,2.0,4,8,2048,512,3.86437,47.67322883578284,1.568,188645422.2336,6,4.346,230.09664058904738,1.426,249.21702400000007,377.45995093333335,2.6492876860904886,591.8572030634667,1.4750089078044087e-07,27.825367821108383
4619,512.0,16.0,256.0,35.0,2.0,8,4,2048,512,3.86437,47.67322883578284,2.2144,194773619.6608,6,4.383,228.15423226100845,1.387,256.9240576,380.6734848,2.6269231767623236,842.9633647411199,2.165775680774373e-07,42.1835968717758
4620,512.0,2.0,512.0,14.0,8.0,4,32,4096,2048,3.767658,43.27858760023221,1.768,216895763.8144,3,10.034,99.66115208291806,-7.562,1026.1116245333335,862.6050525866667,1.1592790895454779,1525.0857329732266,1.5649081990137673e-06,339.42195912450813
4621,512.0,2.0,512.0,14.0,8.0,8,16,4096,2048,3.767658,43.27858760023221,1.936,217709684.4288,3,5.777,173.10022503029253,-3.081,592.6164707555556,496.63836842666666,2.013537542755639,961.4918812740265,5.697959253407333e-07,124.05009109474712
4622,512.0,2.0,512.0,14.0,8.0,8,32,2048,1024,3.767658,43.27858760023221,2.368,219687601.408,3,5.689,175.77781683951486,-2.988,303.39391488000007,476.56768170666663,2.098337840322778,1128.5122702813865,3.423837556707866e-07,75.21746604437783
4623,512.0,2.0,512.0,14.0,8.0,16,8,4096,2048,3.767658,43.27858760023221,2.2496,219234626.9696,3,3.979,251.31942699170645,-1.188,410.7091968000001,342.06752085333335,2.9233994432016397,769.5150949116587,3.1604692655664315e-07,69.28843004853422
4624,512.0,2.0,512.0,14.0,8.0,16,16,2048,1024,3.767658,43.27858760023221,2.6816,221248118.0672,3,3.821,261.7115938236064,-1.022,204.9909100088889,320.08527189333336,3.1241674885098885,858.3406651091626,1.7595203403836223e-07,38.929056401083564
4625,512.0,2.0,512.0,14.0,8.0,32,4,4096,2048,3.767658,43.27858760023221,2.8352,222223933.952,3,4.091,244.4390124663896,-1.307,427.4829539555555,351.6959607466667,2.8433650414322473,997.1283879089494,4.262553887362588e-07,94.72414935321045
4626,512.0,2.0,512.0,14.0,8.0,32,8,2048,1024,3.767658,43.27858760023221,3.3152,224403704.5248,3,3.779,264.6202699126753,-0.978,205.14548394666667,316.56693077333335,3.1588896463604876,1049.4826888997547,2.1529663410798923e-07,48.313362265553195
