,n_embd,n_head,block_size,n_layer,mlp_expansion_factor,n_cols,MAC NUM,Wmem Depth,Cache Depth,best_val_loss,perplexity,Power (W),Area (um^2),Clock Period (ns) Entered,Clock_Min_Period,F_max (MHz),Clock Slack (ns),TTFT (ms),TPOT (ms),Throughput (tokens/s),Energy per token (mJ/token),EDP (mJ * ms),EADP (mJ * ms * um^2)
778,384.0,12.0,256.0,33.0,6.0,1,16,3072,1024,3.888362408,48.83085599381036,0.6972,109758874.25279999,5,5.106,195.84802193497845,-0.375,678.28158464,493.23034112000005,2.027450293769957,343.88019382886404,2.3324760279655223e-07,25.600994305113815
779,384.0,12.0,256.0,33.0,6.0,1,32,1536,512,3.888362408,48.83085599381036,0.8916000000000001,111194611.2384,5,5.002,199.92003198720514,-0.265,350.26271573333327,458.0178005333334,2.183321257024425,408.36867095552014,1.4303631970929248e-07,15.904867963046268
780,384.0,12.0,256.0,33.0,6.0,2,8,3072,1024,3.888362408,48.83085599381036,0.8400000000000001,110903497.0368,5,4.174,239.57834211787252,0.606,557.2955613866668,403.2008311466667,2.480153617630426,338.68869816320006,1.8874970817817994e-07,20.933002701635644
781,384.0,12.0,256.0,33.0,6.0,2,16,1536,512,3.888362408,48.83085599381036,1.0344,112418540.0832,5,4.022,248.63252113376427,0.766,282.9977873066667,368.2822058666667,2.7153090322317692,380.95111374848005,1.0780832226283015e-07,12.119654197606513
782,384.0,12.0,256.0,33.0,6.0,4,4,3072,1024,3.888362408,48.83085599381036,1.104,113120673.48480001,5,4.086,244.73813020068525,0.699,551.0691225600001,394.7001907200001,2.5335685756214876,435.7490105548801,2.40127824902866e-07,27.163421275452333
783,384.0,12.0,256.0,33.0,6.0,4,8,1536,512,3.888362408,48.83085599381036,1.32,114705713.66399999,5,3.94,253.80710659898477,0.853,279.8908757333333,360.77371733333337,2.7718205400091818,476.2213068800001,1.332899986255157e-07,15.289124416613355
784,384.0,12.0,256.0,33.0,6.0,8,4,1536,512,3.888362408,48.83085599381036,1.8912,119309909.45279999,5,4.297,232.7205026762858,0.477,311.0597154133334,393.4631125333334,2.541534309433599,744.1174384230401,2.314649586299695e-07,27.61606325563776
785,384.0,12.0,256.0,33.0,6.0,1,16,3072,1024,3.888362408,48.83085599381036,0.5831999999999999,109758874.25279999,6,5.296,188.82175226586102,0.425,703.5212049066668,511.58399658666673,1.9547132175206567,298.355786809344,2.0989962262698625e-07,23.038346285625554
786,384.0,12.0,256.0,33.0,6.0,1,32,1536,512,3.888362408,48.83085599381036,0.7452000000000001,111194611.2384,6,5.192,192.6040061633282,0.535,363.5673770666668,475.41551786666673,2.103423137063978,354.2796439142401,1.2880452088601295e-07,14.322368625668583
787,384.0,12.0,256.0,33.0,6.0,2,8,3072,1024,3.888362408,48.83085599381036,0.7032,110903497.0368,6,4.364,229.14757103574703,1.406,582.6635912533334,421.5544866133334,2.3721725939480747,296.43711498649606,1.7272311399880912e-07,19.155597361553795
788,384.0,12.0,256.0,33.0,6.0,2,16,1536,512,3.888362408,48.83085599381036,0.8639999999999999,112418540.0832,6,4.212,237.41690408357076,1.566,296.36665343999994,385.6799232,2.592823582059871,333.22745364479994,9.875750527104208e-08,11.102174564829479
789,384.0,12.0,256.0,33.0,6.0,4,4,3072,1024,3.888362408,48.83085599381036,0.9216,113120673.48480001,6,4.086,244.73813020068525,1.699,551.0691225600001,394.7001907200001,2.5335685756214876,363.755695767552,2.0045453209282721e-07,22.675551673421072
790,384.0,12.0,256.0,33.0,6.0,4,8,1536,512,3.888362408,48.83085599381036,1.104,114705713.66399999,6,4.043,247.3410833539451,1.745,287.2078199466667,370.20511146666666,2.7012052752006372,408.70644305920007,1.173836865091893e-07,13.464579533547807
791,384.0,12.0,256.0,33.0,6.0,8,4,1536,512,3.888362408,48.83085599381036,1.584,119309909.45279999,6,4.487,222.86605749944283,1.277,324.81381034666674,410.8608298666668,2.4339141804404223,650.8035545088002,2.1138998232715804e-07,25.220919650682216
792,384.0,12.0,256.0,34.0,6.0,1,16,3072,1024,3.963354111,52.63356904732397,1.1520000000000001,109758874.25279999,3,4.73,211.4164904862579,-1.979,647.3741198222224,470.75516302222235,2.12424648426595,542.3099478016003,3.5107742512889636e-07,38.533862957719336
793,384.0,12.0,256.0,34.0,6.0,1,32,1536,512,3.963354111,52.63356904732397,1.476,111194611.2384,3,4.622,216.3565556036348,-1.865,333.4610716444444,436.0472860444445,2.2933292603914386,643.6057942016001,2.1461747785103934e-07,23.86430701461224
794,384.0,12.0,256.0,34.0,6.0,2,8,3072,1024,3.963354111,52.63356904732397,1.3920000000000001,110903497.0368,3,4.043,247.3410833539451,-1.255,556.162698808889,402.3812101688889,2.485205508428876,560.1146445550934,3.1151487235814237e-07,34.54808872349037
795,384.0,12.0,256.0,34.0,6.0,2,16,1536,512,3.963354111,52.63356904732397,1.7136,112418540.0832,3,3.817,261.98585276395073,-1.018,276.71207480888893,360.1022264888889,2.776989217062937,617.07117531136,1.7075104522516608e-07,19.195583221893628
796,384.0,12.0,256.0,34.0,6.0,4,4,3072,1024,3.963354111,52.63356904732397,1.8336,113120673.48480001,3,4.086,244.73813020068525,-1.301,567.76818688,406.66080256000004,2.459051852809091,745.653247574016,4.2335819241628287e-07,47.89056385143747
797,384.0,12.0,256.0,34.0,6.0,4,8,1536,512,3.963354111,52.63356904732397,2.1888,114705713.66399999,3,3.94,253.80710659898477,-1.147,288.37241742222227,371.70625422222224,2.6902964064795,813.5906492416002,2.3461710231391553e-07,26.911922158697383
798,384.0,12.0,256.0,34.0,6.0,8,4,1536,512,3.963354111,52.63356904732397,3.1488000000000005,119309909.45279999,3,4.045,247.21878862793574,-1.258,301.6906979555556,381.6121315555556,2.620461765520205,1201.6202798421336,3.625176609031233e-07,43.25194929739249
799,384.0,12.0,256.0,34.0,6.0,1,16,3072,1024,3.963354111,52.63356904732397,0.8676,109758874.25279999,4,4.916,203.4174125305126,-1.175,672.831114808889,489.26688824888896,2.0438742617123564,424.4879522447361,2.8560870213176823e-07,31.34808962278616
800,384.0,12.0,256.0,34.0,6.0,1,32,1536,512,3.963354111,52.63356904732397,1.1099999999999999,111194611.2384,4,4.812,207.8137988362427,-1.065,347.16890453333343,453.9722069333334,2.20277802193043,503.9091496960001,1.7494158748428388e-07,19.45256180974349
801,384.0,12.0,256.0,34.0,6.0,2,8,3072,1024,3.963354111,52.63356904732397,1.0464,110903497.0368,4,4.043,247.3410833539451,-0.255,556.162698808889,402.3812101688889,2.485205508428876,421.0516983207254,2.341732488761208e-07,25.97063221283069
802,384.0,12.0,256.0,34.0,6.0,2,16,1536,512,3.963354111,52.63356904732397,1.2888,112418540.0832,4,3.832,260.96033402922757,-0.034,277.7994945422222,361.5173518222222,2.7661189565577327,465.9235630284799,1.2943333030462293e-07,14.550706030952318
803,384.0,12.0,256.0,34.0,6.0,4,4,3072,1024,3.963354111,52.63356904732397,1.3776,113120673.48480001,4,4.086,244.73813020068525,-0.301,567.76818688,406.66080256000004,2.459051852809091,560.215921606656,3.1807277807191935e-07,35.980606872676844
804,384.0,12.0,256.0,34.0,6.0,4,8,1536,512,3.963354111,52.63356904732397,1.6463999999999999,114705713.66399999,4,3.94,253.80710659898477,-0.147,288.37241742222227,371.70625422222224,2.6902964064795,611.9771769514667,1.7647733792472154e-07,20.242958992178075
805,384.0,12.0,256.0,34.0,6.0,8,4,1536,512,3.963354111,52.63356904732397,2.3616,119309909.45279999,4,4.107,243.48672997321646,-0.323,306.3148817066667,387.4613162666667,2.5809028102092113,915.02864449536,2.802868909968078e-07,33.44100358563596
806,384.0,12.0,256.0,34.0,6.0,1,16,3072,1024,3.963354111,52.63356904732397,0.6972,109758874.25279999,5,5.106,195.84802193497845,-0.375,698.8355720533333,508.17671509333337,1.9678194027767226,354.30080576307205,2.4759800627439335e-07,27.176078435915123
807,384.0,12.0,256.0,34.0,6.0,1,32,1536,512,3.963354111,52.63356904732397,0.8916000000000001,111194611.2384,5,5.002,199.92003198720514,-0.265,360.8767374222222,471.8971278222223,2.1191059259354716,420.74347916629347,1.518365340532067e-07,16.883404375832402
808,384.0,12.0,256.0,34.0,6.0,2,8,3072,1024,3.963354111,52.63356904732397,0.8400000000000001,110903497.0368,5,4.174,239.57834211787252,0.606,574.1833056711113,415.4190381511112,2.4072079229942367,348.95199204693347,2.003624083140276e-07,22.22089175674087
809,384.0,12.0,256.0,34.0,6.0,2,16,1536,512,3.963354111,52.63356904732397,1.0344,112418540.0832,5,4.022,248.63252113376427,0.766,291.5734778311112,379.4422727111112,2.635447001872011,392.49508689237337,1.1444115751683347e-07,12.865307853473947
810,384.0,12.0,256.0,34.0,6.0,4,4,3072,1024,3.963354111,52.63356904732397,1.104,113120673.48480001,5,4.086,244.73813020068525,0.699,567.76818688,406.66080256000004,2.459051852809091,448.95352602624007,2.5490152946530127e-07,28.834632685420473
811,384.0,12.0,256.0,34.0,6.0,4,8,1536,512,3.963354111,52.63356904732397,1.32,114705713.66399999,5,3.94,253.80710659898477,0.853,288.37241742222227,371.70625422222224,2.6902964064795,490.65225557333343,1.4149057705334818e-07,16.229777617635484
812,384.0,12.0,256.0,34.0,6.0,8,4,1536,512,3.963354111,52.63356904732397,1.8912,119309909.45279999,5,4.297,232.7205026762858,0.477,320.48576739555557,405.3862371555556,2.466783300332611,766.6664517085867,2.4570568611225406e-07,29.31512316209113
813,384.0,12.0,256.0,34.0,6.0,1,16,3072,1024,3.963354111,52.63356904732397,0.5831999999999999,109758874.25279999,6,5.296,188.82175226586102,0.425,724.8400292977778,527.0865419377778,1.897221652299461,307.396871258112,2.2281355716877513e-07,24.45576520310665
814,384.0,12.0,256.0,34.0,6.0,1,32,1536,512,3.963354111,52.63356904732397,0.7452000000000001,111194611.2384,6,5.192,192.6040061633282,0.535,374.5845703111112,489.8220487111112,2.0415577506797433,365.01539069952014,1.3672913328212215e-07,15.20354282026895
815,384.0,12.0,256.0,34.0,6.0,2,8,3072,1024,3.963354111,52.63356904732397,0.7032,110903497.0368,6,4.364,229.14757103574703,1.406,600.3200637155555,434.3288649955556,2.302402811773131,305.42005786487476,1.8334978859745028e-07,20.33413273641523
816,384.0,12.0,256.0,34.0,6.0,2,16,1536,512,3.963354111,52.63356904732397,0.8639999999999999,112418540.0832,6,4.212,237.41690408357076,1.566,305.34746112,397.3671936,2.516564064940463,343.32525527039996,1.0483349503519252e-07,11.785228463675738
817,384.0,12.0,256.0,34.0,6.0,4,4,3072,1024,3.963354111,52.63356904732397,0.9216,113120673.48480001,6,4.086,244.73813020068525,1.699,567.76818688,406.66080256000004,2.459051852809091,374.778595639296,2.127873637275558e-07,24.07064989391622
818,384.0,12.0,256.0,34.0,6.0,4,8,1536,512,3.963354111,52.63356904732397,1.104,114705713.66399999,6,4.043,247.3410833539451,1.745,295.91108721777783,381.4234481777778,2.6217580612241482,421.0914867882667,1.2460563967366652e-07,14.292978825327149
819,384.0,12.0,256.0,34.0,6.0,8,4,1536,512,3.963354111,52.63356904732397,1.584,119309909.45279999,6,4.487,222.86605749944283,1.277,334.6566530844445,423.31115804444454,2.3623284692509983,670.5248743424002,2.2439561025729534e-07,26.772619941403704
820,384.0,12.0,256.0,35.0,6.0,1,16,3072,1024,3.862725735,47.594905823711116,1.1520000000000001,109758874.25279999,3,4.73,211.4164904862579,-1.979,666.4145351111113,484.6009031111113,2.063553727572637,558.2602403840002,3.7203273856652074e-07,40.833894570247566
821,384.0,12.0,256.0,35.0,6.0,1,32,1536,512,3.862725735,47.594905823711116,1.476,111194611.2384,3,4.622,216.3565556036348,-1.865,343.2687502222222,448.87220622222225,2.227805567237398,662.535376384,2.2742769062934525e-07,25.28873364437715
822,384.0,12.0,256.0,35.0,6.0,2,8,3072,1024,3.862725735,47.594905823711116,1.3920000000000001,110903497.0368,3,4.043,247.3410833539451,-1.255,572.5204252444446,414.2159516444445,2.41419963675948,576.5886046890666,3.301087531476854e-07,36.61021512653607
823,384.0,12.0,256.0,35.0,6.0,2,16,1536,512,3.862725735,47.594905823711116,1.7136,112418540.0832,3,3.817,261.98585276395073,-1.018,284.8506652444445,370.6934684444445,2.697646668003996,635.2203275264,1.8094293287268894e-07,20.34134035192015
824,384.0,12.0,256.0,35.0,6.0,4,4,3072,1024,3.862725735,47.594905823711116,1.8336,113120673.48480001,3,4.086,244.73813020068525,-1.301,584.4672512000001,418.62141440000005,2.3887932284431166,767.5842254438401,4.486278423096424e-07,50.7490836660994
825,384.0,12.0,256.0,35.0,6.0,4,8,1536,512,3.862725735,47.594905823711116,2.1888,114705713.66399999,3,3.94,253.80710659898477,-1.147,296.8539591111111,382.6387911111111,2.6134307948658004,837.519785984,2.4862106430324087e-07,28.518256612806475
826,384.0,12.0,256.0,35.0,6.0,8,4,1536,512,3.862725735,47.594905823711116,3.1488000000000005,119309909.45279999,3,4.045,247.21878862793574,-1.258,310.5639537777778,392.83601777777784,2.545591429362485,1236.962052778667,3.8415582578401906e-07,45.83359679005692
827,384.0,12.0,256.0,35.0,6.0,1,16,3072,1024,3.862725735,47.594905823711116,0.8676,109758874.25279999,4,4.916,203.4174125305126,-1.175,692.6202652444446,503.65709084444455,1.9854778542348606,436.9728920166401,3.026562803731973e-07,33.21921261930194
828,384.0,12.0,256.0,35.0,6.0,1,32,1536,512,3.862725735,47.594905823711116,1.1099999999999999,111194611.2384,4,4.812,207.8137988362427,-1.065,357.37975466666677,467.32433066666675,2.139841507018132,518.73000704,1.8538360265419356e-07,20.61365762710707
829,384.0,12.0,256.0,35.0,6.0,2,8,3072,1024,3.862725735,47.594905823711116,1.0464,110903497.0368,4,4.043,247.3410833539451,-0.255,572.5204252444446,414.2159516444445,2.41419963675948,433.43557180074663,2.4815071788343246e-07,27.520782405465045
830,384.0,12.0,256.0,35.0,6.0,2,16,1536,512,3.862725735,47.594905823711116,1.2888,112418540.0832,4,3.832,260.96033402922757,-0.034,285.97006791111113,372.15021511111115,2.687086986370369,479.62719723519996,1.3715902216536602e-07,15.419217031069717
831,384.0,12.0,256.0,35.0,6.0,4,4,3072,1024,3.862725735,47.594905823711116,1.3776,113120673.48480001,4,4.086,244.73813020068525,-0.301,584.4672512000001,418.62141440000005,2.3887932284431166,576.69286047744,3.3705809094991456e-07,38.12823825175531
832,384.0,12.0,256.0,35.0,6.0,4,8,1536,512,3.862725735,47.594905823711116,1.6463999999999999,114705713.66399999,4,3.94,253.80710659898477,-0.147,296.8539591111111,382.6387911111111,2.6134307948658004,629.9765056853332,1.870110198596746e-07,21.45123249603645
833,384.0,12.0,256.0,35.0,6.0,8,4,1536,512,3.862725735,47.594905823711116,2.3616,119309909.45279999,4,4.107,243.48672997321646,-0.323,315.3241429333334,398.85723733333333,2.5071627299175194,941.9412516864,2.9701681788156536e-07,35.43704964740835
834,384.0,12.0,256.0,35.0,6.0,1,16,3072,1024,3.862725735,47.594905823711116,0.6972,109758874.25279999,5,5.106,195.84802193497845,-0.375,719.3895594666666,523.1230890666667,1.9115959912688163,364.72141769728006,2.623767800053044e-07,28.79818000345677
835,384.0,12.0,256.0,35.0,6.0,1,32,1536,512,3.862725735,47.594905823711116,0.8916000000000001,111194611.2384,5,5.002,199.92003198720514,-0.265,371.49075911111106,485.77645511111115,2.0585600423373154,433.11828737706674,1.608994413626109e-07,17.891150830791254
836,384.0,12.0,256.0,35.0,6.0,2,8,3072,1024,3.862725735,47.594905823711116,0.8400000000000001,110903497.0368,5,4.174,239.57834211787252,0.606,591.0710499555558,427.6372451555556,2.3384305537658303,359.2152859306667,2.1232175621512437e-07,23.54722526125222
837,384.0,12.0,256.0,35.0,6.0,2,16,1536,512,3.862725735,47.594905823711116,1.0344,112418540.0832,5,4.022,248.63252113376427,0.766,300.14916835555556,390.6023395555556,2.5601485161042397,404.03906003626673,1.2127198785304583e-07,13.633219827426975
838,384.0,12.0,256.0,35.0,6.0,4,4,3072,1024,3.862725735,47.594905823711116,1.104,113120673.48480001,5,4.086,244.73813020068525,0.699,584.4672512000001,418.62141440000005,2.3887932284431166,462.15804149760015,2.701162401340779e-07,30.55573100314886
839,384.0,12.0,256.0,35.0,6.0,4,8,1536,512,3.862725735,47.594905823711116,1.32,114705713.66399999,5,3.94,253.80710659898477,0.853,296.8539591111111,382.6387911111111,2.6134307948658004,505.08320426666666,1.4993594886708603e-07,17.198510018688115
840,384.0,12.0,256.0,35.0,6.0,8,4,1536,512,3.862725735,47.594905823711116,1.8912,119309909.45279999,5,4.297,232.7205026762858,0.477,329.9118193777778,417.30936177777784,2.396303777465965,789.2154649941334,2.603715099372935e-07,31.0649012747073
841,384.0,12.0,256.0,35.0,6.0,1,16,3072,1024,3.862725735,47.594905823711116,0.5831999999999999,109758874.25279999,6,5.296,188.82175226586102,0.425,746.1588536888889,542.589087288889,1.843015319376619,316.4379557068801,2.3611298229390104e-07,25.915495133049873
842,384.0,12.0,256.0,35.0,6.0,1,32,1536,512,3.862725735,47.594905823711116,0.7452000000000001,111194611.2384,6,5.192,192.6040061633282,0.535,385.60176355555564,504.22857955555565,1.983227529231751,375.7511374848001,1.4489030127214497e-07,16.111020722170814
843,384.0,12.0,256.0,35.0,6.0,2,8,3072,1024,3.862725735,47.594905823711116,0.7032,110903497.0368,6,4.364,229.14757103574703,1.406,617.9765361777778,447.10324337777786,2.2366198742938987,314.4030007432535,1.9429367736321506e-07,21.547848271720294
844,384.0,12.0,256.0,35.0,6.0,2,16,1536,512,3.862725735,47.594905823711116,0.8639999999999999,112418540.0832,6,4.212,237.41690408357076,1.566,314.3282688,409.054464,2.4446622345135927,353.42305689599993,1.1109085762812355e-07,12.48867203114427
845,384.0,12.0,256.0,35.0,6.0,4,4,3072,1024,3.862725735,47.594905823711116,0.9216,113120673.48480001,6,4.086,244.73813020068525,1.699,584.4672512000001,418.62141440000005,2.3887932284431166,385.8014955110401,2.2548833959018678e-07,25.50739283741122
846,384.0,12.0,256.0,35.0,6.0,4,8,1536,512,3.862725735,47.594905823711116,1.104,114705713.66399999,6,4.043,247.3410833539451,1.745,304.6143544888889,392.6417848888889,2.546850688046315,433.4765305173334,1.3204317352962067e-07,15.146106454174532
847,384.0,12.0,256.0,35.0,6.0,8,4,1536,512,3.862725735,47.594905823711116,1.584,119309909.45279999,6,4.487,222.86605749944283,1.277,344.4994958222223,435.76148622222235,2.294833370129541,690.2461941760002,2.377894658868398e-07,28.37063964378853
848,384.0,12.0,256.0,36.0,6.0,1,16,3072,1024,3.880776882,48.461849589295184,1.1520000000000001,109758874.25279999,3,4.73,211.4164904862579,-1.979,685.4549504000001,498.44664320000015,2.0062327906956194,574.2105329664003,3.935954523936415e-07,43.20059376574762
849,384.0,12.0,256.0,36.0,6.0,1,32,1536,512,3.880776882,48.461849589295184,1.476,111194611.2384,3,4.622,216.3565556036348,-1.865,353.07642880000003,461.69712640000006,2.165922079258581,681.4649585664,2.406092139229645e-07,26.75444800254106
850,384.0,12.0,256.0,36.0,6.0,2,8,3072,1024,3.880776882,48.461849589295184,1.3920000000000001,110903497.0368,3,4.043,247.3410833539451,-1.255,588.8781516800001,426.05069312,2.347138535738383,593.06256482304,3.4924158700359206e-07,38.7321133093802
851,384.0,12.0,256.0,36.0,6.0,2,16,1536,512,3.880776882,48.461849589295184,1.7136,112418540.0832,3,3.817,261.98585276395073,-1.018,292.98925568,381.2847104,2.622712038337218,653.36947974144,1.9143023755347335e-07,21.52030783354164
852,384.0,12.0,256.0,36.0,6.0,4,4,3072,1024,3.880776882,48.461849589295184,1.8336,113120673.48480001,3,4.086,244.73813020068525,-1.301,601.1663155200001,430.58202624,2.322437860986364,789.515203313664,4.746299458230991e-07,53.69045912756311
853,384.0,12.0,256.0,36.0,6.0,4,8,1536,512,3.880776882,48.461849589295184,2.1888,114705713.66399999,3,3.94,253.80710659898477,-1.147,305.3355008,393.571328,2.540835495008417,861.4489227264,2.6303093823428583e-07,30.171151485875257
854,384.0,12.0,256.0,36.0,6.0,8,4,1536,512,3.880776882,48.461849589295184,3.1488000000000005,119309909.45279999,3,4.045,247.21878862793574,-1.258,319.4372096,404.0599040000001,2.474880556324638,1272.3038257152004,4.0642118384986835e-07,48.49007464482757
855,384.0,12.0,256.0,36.0,6.0,1,16,3072,1024,3.880776882,48.461849589295184,0.8676,109758874.25279999,4,4.916,203.4174125305126,-1.175,712.4094156800002,518.0472934400001,1.9303256916172256,449.45783178854407,3.201979913172765e-07,35.14457106499209
856,384.0,12.0,256.0,36.0,6.0,1,32,1536,512,3.880776882,48.461849589295184,1.1099999999999999,111194611.2384,4,4.812,207.8137988362427,-1.065,367.5906048000001,480.67645440000007,2.0804014651565175,533.550864384,1.9612828493047738e-07,21.808408395698578
857,384.0,12.0,256.0,36.0,6.0,2,8,3072,1024,3.880776882,48.461849589295184,1.0464,110903497.0368,4,4.043,247.3410833539451,-0.255,588.8781516800001,426.05069312,2.347138535738383,445.819445280768,2.6253333091994164e-07,29.115864487740982
858,384.0,12.0,256.0,36.0,6.0,2,16,1536,512,3.880776882,48.461849589295184,1.2888,112418540.0832,4,3.832,260.96033402922757,-0.034,294.14064128,382.7830784,2.612445681193414,493.33083144192005,1.4510864712352194e-07,16.312902263074573
859,384.0,12.0,256.0,36.0,6.0,4,4,3072,1024,3.880776882,48.461849589295184,1.3776,113120673.48480001,4,4.086,244.73813020068525,-0.301,601.1663155200001,430.58202624,2.322437860986364,593.169799348224,3.5659370275190964e-07,40.3381198157346
860,384.0,12.0,256.0,36.0,6.0,4,8,1536,512,3.880776882,48.461849589295184,1.6463999999999999,114705713.66399999,4,3.94,253.80710659898477,-0.147,305.3355008,393.571328,2.540835495008417,647.9758344191999,1.9785002590868427e-07,22.694528420296518
861,384.0,12.0,256.0,36.0,6.0,8,4,1536,512,3.880776882,48.461849589295184,2.3616,119309909.45279999,4,4.107,243.48672997321646,-0.323,324.33340416,410.25315839999996,2.437519320753144,968.8538588774401,3.1423167018327236e-07,37.490952116768334
862,384.0,12.0,256.0,36.0,6.0,1,16,3072,1024,3.880776882,48.461849589295184,0.6972,109758874.25279999,5,5.106,195.84802193497845,-0.375,739.94354688,538.0694630400001,1.8584961026224602,375.14202963148807,2.775839239892853e-07,30.467299007738756
863,384.0,12.0,256.0,36.0,6.0,1,32,1536,512,3.880776882,48.461849589295184,0.8916000000000001,111194611.2384,5,5.002,199.92003198720514,-0.265,382.1047808,499.6557824000001,2.0013778189390568,445.49309558784006,1.7022504163750507e-07,18.92810732792283
864,384.0,12.0,256.0,36.0,6.0,2,8,3072,1024,3.880776882,48.461849589295184,0.8400000000000001,110903497.0368,5,4.174,239.57834211787252,0.606,607.9587942400002,439.8554521600001,2.273474149494557,369.4785798144001,2.2462775188147038e-07,24.912003215169694
865,384.0,12.0,256.0,36.0,6.0,2,16,1536,512,3.880776882,48.461849589295184,1.0344,112418540.0832,5,4.022,248.63252113376427,0.766,308.72485888,401.76240640000003,2.4890332795457883,415.58303318016004,1.2830081327146727e-07,14.423390119465601
866,384.0,12.0,256.0,36.0,6.0,4,4,3072,1024,3.880776882,48.461849589295184,1.104,113120673.48480001,5,4.086,244.73813020068525,0.699,601.1663155200001,430.58202624,2.322437860986364,475.36255696896006,2.8577195690919585e-07,32.32671622863748
867,384.0,12.0,256.0,36.0,6.0,4,8,1536,512,3.880776882,48.461849589295184,1.32,114705713.66399999,5,3.94,253.80710659898477,0.853,305.3355008,393.571328,2.540835495008417,519.51415296,1.5862611406672939e-07,18.195321619771263
868,384.0,12.0,256.0,36.0,6.0,8,4,1536,512,3.880776882,48.461849589295184,1.8912,119309909.45279999,5,4.297,232.7205026762858,0.477,339.33787136000007,429.2324864000001,2.329739783647466,811.7644782796801,2.7546243010508765e-07,32.86539759348626
869,384.0,12.0,256.0,36.0,6.0,1,16,3072,1024,3.880776882,48.461849589295184,0.5831999999999999,109758874.25279999,6,5.296,188.82175226586102,0.425,767.47767808,558.0916326400001,1.7918204493939354,325.47904015564797,2.4979789800236383e-07,27.41753607545521
870,384.0,12.0,256.0,36.0,6.0,1,32,1536,512,3.880776882,48.461849589295184,0.7452000000000001,111194611.2384,6,5.192,192.6040061633282,0.535,396.6189568000001,518.6351104000001,1.92813787564198,386.48688427008017,1.5328802485608156e-07,17.044802331374186
871,384.0,12.0,256.0,36.0,6.0,2,8,3072,1024,3.880776882,48.461849589295184,0.7032,110903497.0368,6,4.364,229.14757103574703,1.406,635.63300864,459.87762176000007,2.1744915444524016,323.38594362163207,2.0555478029610338e-07,22.796743967468977
872,384.0,12.0,256.0,36.0,6.0,2,16,1536,512,3.880776882,48.461849589295184,0.8639999999999999,112418540.0832,6,4.212,237.41690408357076,1.566,323.30907647999993,420.7417344,2.3767549502215486,363.5208585215999,1.175295930498352e-07,13.212505267235082
873,384.0,12.0,256.0,36.0,6.0,4,4,3072,1024,3.880776882,48.461849589295184,0.9216,113120673.48480001,6,4.086,244.73813020068525,1.699,601.1663155200001,430.58202624,2.322437860986364,396.82439538278396,2.3855745968071997e-07,26.985780503906067
874,384.0,12.0,256.0,36.0,6.0,4,8,1536,512,3.880776882,48.461849589295184,1.104,114705713.66399999,6,4.043,247.3410833539451,1.745,313.31762176,403.8601216,2.476104835600584,445.86157424640004,1.3969628807705172e-07,16.02396242008995
875,384.0,12.0,256.0,36.0,6.0,8,4,1536,512,3.880776882,48.461849589295184,1.584,119309909.45279999,6,4.487,222.86605749944283,1.277,354.34233856000003,448.2118144000001,2.231087998737054,709.9675140096001,2.515715492157913e-07,30.014978757836676
876,512.0,4.0,256.0,17.0,6.0,2,32,4096,1024,3.897437,49.27599275151435,1.576,181208459.5968,3,10.108,98.93153937475266,-7.64,904.0437065955557,854.1883551288889,1.170701981589423,1346.2008476831288,1.2170244041615349e-06,220.53511756982508
877,512.0,4.0,256.0,17.0,6.0,4,16,4096,1024,3.897437,49.27599275151435,1.728,182019987.9168,3,5.757,173.70158068438423,-3.06,516.6787242666667,486.50201429333333,2.0554899478731783,840.6754806988799,4.343591348897641e-07,79.06204448418656
878,512.0,4.0,256.0,17.0,6.0,4,32,2048,512,3.897437,49.27599275151435,2.16,183938147.584,3,5.689,175.77781683951486,-2.988,269.37278464,465.7904401066667,2.1468882009922714,1006.1073506304001,2.710179386860838e-07,49.85053760395235
879,512.0,4.0,256.0,17.0,6.0,8,8,4096,1024,3.897437,49.27599275151435,2.0512,183555860.9408,3,3.955,252.84450063211125,-1.163,357.4009400888889,334.22189795555556,2.9920241794957994,685.5559570864357,2.450183435462301e-07,44.97455299591697
880,512.0,4.0,256.0,17.0,6.0,8,16,2048,512,3.897437,49.27599275151435,2.4832,185568751.4624,3,3.931,254.3881963876876,-1.138,187.34845496888892,321.8530884266667,3.1070076253993975,799.2255891810987,1.497336793046788e-07,27.785891920440644
881,512.0,4.0,256.0,17.0,6.0,16,4,4096,1024,3.897437,49.27599275151435,2.6368,186485270.4768,3,4.106,243.54603019970776,-1.322,376.1291628088888,346.9823294577778,2.8819911422079607,914.9230063142685,3.441292243995775e-07,64.17503149112662
882,512.0,4.0,256.0,17.0,6.0,16,8,2048,512,3.897437,49.27599275151435,3.1168,188645422.2336,3,3.985,250.94102885821832,-1.195,192.3885738666667,326.27437226666666,3.0649051381292427,1016.9319634807467,1.9564609017349007e-07,36.907739289131015
883,512.0,4.0,256.0,17.0,6.0,32,4,2048,512,3.897437,49.27599275151435,4.3904,194773619.6608,3,4.047,247.09661477637758,-1.26,200.3916117333333,331.3506611199999,3.0179508217062105,1454.7619425812477,2.9152209036217103e-07,56.78081275092287
884,512.0,4.0,256.0,17.0,6.0,2,32,4096,1024,3.897437,49.27599275151435,1.184,181208459.5968,4,10.298,97.10623422023694,-6.84,921.0370093511112,870.2445272177777,1.1491023140324228,1030.3695202258486,9.49008461435355e-07,171.96836144102986
